L 138.766, -2886.848, -100.7190, 140.391, -3054.14, -100.7190,  127, 127, 127
L 20.145, -3046.786, -70.7190, -147.479, -3046.201, -70.7190,  127, 127, 127
L 19.234, -2877.952, -70.8699, 20.145, -3046.786, -70.7190,  127, 127, 127
L -149.376, -2877.819, -70.6491, 19.234, -2877.952, -70.8699,  127, 127, 127
L -149.164, -3046.189, -70.7190, -149.376, -2877.819, -70.6491,  127, 127, 127
L -382.401, -2879.146, -70.7190, -380.151, -3047.551, -70.7190,  127, 127, 127
L -213.659, -2877.16, -70.6219, -382.401, -2879.146, -70.7190,  127, 127, 127
L -211.258, -3045.854, -70.7190, -213.659, -2877.16, -70.6219,  127, 127, 127
L -379.59, -3047.235, -70.7190, -211.258, -3045.854, -70.7190,  127, 127, 127
L -603.561, -2876.503, -70.2349, -434.544, -2876.677, -70.7189,  127, 127, 127
L -603.185, -3045.755, -70.7282, -603.561, -2876.503, -70.2349,  127, 127, 127
L -433.623, -3046.232, -70.7190, -603.185, -3045.755, -70.7282,  127, 127, 127
L -434.533, -2877.28, -70.7189, -433.623, -3046.232, -70.7190,  127, 127, 127
L -1858.282, -2905.54, 31.2807, -1701.654, -2842.619, 31.2807,  127, 127, 127
L -1794.996, -3062.444, 31.2807, -1858.282, -2905.54, 31.2807,  127, 127, 127
L -1640.155, -2999.813, 31.2807, -1794.996, -3062.444, 31.2807,  127, 127, 127
L -1701.418, -2844.622, 31.2807, -1640.155, -2999.813, 31.2807,  127, 127, 127
L -1926.308, -2896.35, 31.2807, -2094.638, -2885.5, 31.2807,  127, 127, 127
L -1936.463, -3063.967, 31.2807, -1926.308, -2896.35, 31.2807,  127, 127, 127
L -2104.931, -3053.734, 31.2807, -1936.463, -3063.967, 31.2807,  127, 127, 127
L -2094.341, -2885.336, 31.2807, -2104.931, -3053.734, 31.2807,  127, 127, 127
L -2191.219, -3074.152, 31.2807, -2191.471, -2905.427, 31.2807,  127, 127, 127
L -2362.895, -3073.643, 31.9431, -2191.219, -3074.152, 31.2807,  127, 127, 127
L -2359.836, -2904.653, 31.2807, -2362.895, -3073.643, 31.9431,  127, 127, 127
L -2191.706, -2905.482, 31.2807, -2359.836, -2904.653, 31.2807,  127, 127, 127
L -2002.855, -2572.308, 31.2836, -2143.539, -2667.972, 31.2807,  127, 127, 127
L -1906.846, -2711.116, 31.2807, -2002.855, -2572.308, 31.2836,  127, 127, 127
L -2046.633, -2808.556, 31.2807, -1906.846, -2711.116, 31.2807,  127, 127, 127
L -2142.673, -2668.353, 31.2807, -2046.633, -2808.556, 31.2807,  127, 127, 127
L -2056.911, -2530.92, 31.2807, -2056.455, -2362.221, 31.2807,  127, 127, 127
L -2225.527, -2530.167, 31.2807, -2056.911, -2530.92, 31.2807,  127, 127, 127
L -2224.35, -2361.792, 31.2807, -2225.527, -2530.167, 31.2807,  127, 127, 127
L -2056.128, -2362.133, 31.2807, -2224.35, -2361.792, 31.2807,  127, 127, 127
L -1562.012, -1701.252, 59.2807, -1561.942, -1531.762, 59.2807,  127, 127, 127
L -1732.002, -1702.703, 59.2807, -1562.012, -1701.252, 59.2807,  127, 127, 127
L -1731.726, -1532.51, 59.2807, -1732.002, -1702.703, 59.2807,  127, 127, 127
L -1562.022, -1533.514, 59.2807, -1731.726, -1532.51, 59.2807,  127, 127, 127
L -1755.957, -1535.127, 59.2807, -1926.124, -1535.448, 59.2747,  127, 127, 127
L -1755.895, -1704.268, 59.2807, -1755.957, -1535.127, 59.2807,  127, 127, 127
L -1924.6, -1703.835, 59.2807, -1755.895, -1704.268, 59.2807,  127, 127, 127
L -1923.461, -1536.151, 59.2807, -1924.6, -1703.835, 59.2807,  127, 127, 127
L -1954.337, -1546.335, 59.2807, -2117.47, -1506.387, 59.2550,  127, 127, 127
L -1993.849, -1708.129, 59.2807, -1954.337, -1546.335, 59.2807,  127, 127, 127
L -2156.486, -1669.703, 59.2807, -1993.849, -1708.129, 59.2807,  127, 127, 127
L -2118.001, -1507.139, 59.2563, -2156.486, -1669.703, 59.2807,  127, 127, 127
L -2135.288, -1512.212, 59.2805, -2237.669, -1380.588, 59.2807,  127, 127, 127
L -2268.675, -1614.934, 59.2807, -2135.288, -1512.212, 59.2805,  127, 127, 127
L -2371.892, -1483.299, 59.2807, -2268.675, -1614.934, 59.2807,  127, 127, 127
L -2240.441, -1379.998, 59.2807, -2371.892, -1483.299, 59.2807,  127, 127, 127
L -2252.24, -1370.165, 59.2807, -2216.721, -1205.987, 59.2807,  127, 127, 127
L -2419.246, -1332.791, 59.2807, -2252.24, -1370.165, 59.2807,  127, 127, 127
L -2380.439, -1170.319, 59.2807, -2419.246, -1332.791, 59.2807,  127, 127, 127
L -2217.698, -1205.822, 59.2807, -2380.439, -1170.319, 59.2807,  127, 127, 127
L -2277.315, -1178.159, 59.2807, -2130.534, -1093.118, 59.2807,  127, 127, 127
L -2360.631, -1034.414, 59.2807, -2277.315, -1178.159, 59.2807,  127, 127, 127
L -2217.373, -948.525, 59.2809, -2360.631, -1034.414, 59.2807,  127, 127, 127
L -2132.488, -1093.383, 59.2807, -2217.373, -948.525, 59.2809,  127, 127, 127
L -1905.245, -1062.556, 59.2807, -1948.392, -1225.494, 59.2914,  127, 127, 127
L -2069.277, -1018.846, 59.2807, -1905.245, -1062.556, 59.2807,  127, 127, 127
L -2111.028, -1181.53, 59.2807, -2069.277, -1018.846, 59.2807,  127, 127, 127
L -1948.447, -1225.478, 59.2916, -2111.028, -1181.53, 59.2807,  127, 127, 127
L -1716.455, -1141.132, 59.2807, -1776.29, -1298.801, 59.3686,  127, 127, 127
L -1875.315, -1082.694, 59.2807, -1716.455, -1141.132, 59.2807,  127, 127, 127
L -1933.356, -1240.988, 59.2922, -1875.315, -1082.694, 59.2807,  127, 127, 127
L -1775.839, -1298.868, 59.3676, -1933.356, -1240.988, 59.2922,  127, 127, 127
L -1575.564, 26.215, -40.1221, -1575.052, 195.891, -40.6935,  127, 127, 127
L -1743.665, 27.279, -40.7190, -1575.564, 26.215, -40.1221,  127, 127, 127
L -1744.079, 195.463, -40.7190, -1743.665, 27.279, -40.7190,  127, 127, 127
L -1575.048, 194.737, -40.7053, -1744.079, 195.463, -40.7190,  127, 127, 127
L -1298.94, 205.491, 59.2807, -1468.646, 214.857, 59.2807,  127, 127, 127
L -1309.045, 36.278, 59.2807, -1298.94, 205.491, 59.2807,  127, 127, 127
L -1478.402, 47.519, 59.2744, -1309.045, 36.278, 59.2807,  127, 127, 127
L -1466.619, 214.61, 59.2807, -1478.402, 47.519, 59.2744,  127, 127, 127
L -2033.424, 290.247, -40.7190, -2203.127, 293.239, -40.7190,  127, 127, 127
L -2032.242, 461.222, -40.4883, -2033.424, 290.247, -40.7190,  127, 127, 127
L -2201.217, 463.139, -40.6253, -2032.242, 461.222, -40.4883,  127, 127, 127
L -2202.839, 292.691, -40.7190, -2201.217, 463.139, -40.6253,  127, 127, 127
L -1925.854, 235.629, -40.7190, -1983.403, 75.246, -40.7190,  127, 127, 127
L -1767.075, 176.861, -40.7190, -1925.854, 235.629, -40.7190,  127, 127, 127
L -1825.029, 18.742, -40.5213, -1767.075, 176.861, -40.7190,  127, 127, 127
L -1983.179, 75.195, -40.7190, -1825.029, 18.742, -40.5213,  127, 127, 127
L -2210.514, 84.408, -40.7190, -2041.641, 82.163, -40.7190,  127, 127, 127
L -2207.118, 253.351, -40.7190, -2210.514, 84.408, -40.7190,  127, 127, 127
L -2039.95, 251.315, -40.7190, -2207.118, 253.351, -40.7190,  127, 127, 127
L -2041.294, 83.675, -40.7190, -2039.95, 251.315, -40.7190,  127, 127, 127
L -2152.588, -54.615, -40.7190, -2298.229, 30.394, -40.7190,  127, 127, 127
L -2238.627, -200.434, -40.7126, -2152.588, -54.615, -40.7190,  127, 127, 127
L -2385.063, -114.68, -40.7190, -2238.627, -200.434, -40.7126,  127, 127, 127
L -2300.415, 30.616, -40.7190, -2385.063, -114.68, -40.7190,  127, 127, 127
L -2434.908, 287.752, -40.7190, -2267.216, 288.309, -40.7190,  127, 127, 127
L -2432.854, 119.465, -40.7190, -2434.908, 287.752, -40.7190,  127, 127, 127
L -2264.714, 120.495, -40.7190, -2432.854, 119.465, -40.7190,  127, 127, 127
L -2265.969, 290.761, -40.7190, -2264.714, 120.495, -40.7190,  127, 127, 127
L -2265.735, 338.59, -40.7190, -2265.072, 507.439, -40.7190,  127, 127, 127
L -2433.962, 337.418, -40.7190, -2265.735, 338.59, -40.7190,  127, 127, 127
L -2433.962, 507.484, -40.7190, -2433.962, 337.418, -40.7190,  127, 127, 127
L -2264.337, 508.167, -40.7190, -2433.962, 507.484, -40.7190,  127, 127, 127
L -2261.313, 549.561, -40.7190, -2261.702, 716.627, -40.7190,  127, 127, 127
L -2430.663, 549.406, -40.7190, -2261.313, 549.561, -40.7190,  127, 127, 127
L -2431.081, 716.752, -40.7190, -2430.663, 549.406, -40.7190,  127, 127, 127
L -2261.518, 716.268, -40.7190, -2431.081, 716.752, -40.7190,  127, 127, 127
L -2039.045, 621.184, -40.7190, -2032.874, 788.493, -40.7190,  127, 127, 127
L -2207.45, 627.938, -40.7190, -2039.045, 621.184, -40.7190,  127, 127, 127
L -2201.13, 796.595, -40.7190, -2207.45, 627.938, -40.7190,  127, 127, 127
L -2033.679, 789.605, -40.7190, -2201.13, 796.595, -40.7190,  127, 127, 127
L -2525.076, 1166.22, -40.7190, -2395.41, 1058.178, -40.7190,  127, 127, 127
L -2418.466, 1294.95, -40.7190, -2525.076, 1166.22, -40.7190,  127, 127, 127
L -2288.856, 1185.946, -40.7190, -2418.466, 1294.95, -40.7190,  127, 127, 127
L -2396.448, 1058.419, -40.7190, -2288.856, 1185.946, -40.7190,  127, 127, 127
L -2203.248, 949.696, -40.7190, -2044.121, 1000.842, -40.7190,  127, 127, 127
L -2254.853, 1109.159, -40.7190, -2203.248, 949.696, -40.7190,  127, 127, 127
L -2093.458, 1160.154, -40.7190, -2254.853, 1109.159, -40.7190,  127, 127, 127
L -2043.28, 999.85, -40.7190, -2093.458, 1160.154, -40.7190,  127, 127, 127
L -2011.046, 997.822, -40.7190, -1844.189, 984.67, -40.7190,  127, 127, 127
L -1998.321, 1165.702, -40.7190, -2011.046, 997.822, -40.7190,  127, 127, 127
L -1830.533, 1150.678, -40.7190, -1998.321, 1165.702, -40.7190,  127, 127, 127
L -1845.406, 983.542, -40.7190, -1830.533, 1150.678, -40.7190,  127, 127, 127
L -1805.266, 972.406, -40.7190, -1651.26, 905.858, -40.7190,  127, 127, 127
L -1739.862, 1127.92, -40.7190, -1805.266, 972.406, -40.7190,  127, 127, 127
L -1585.591, 1061.187, -40.7190, -1739.862, 1127.92, -40.7190,  127, 127, 127
L -1651.713, 906.91, -40.7190, -1585.591, 1061.187, -40.7190,  127, 127, 127
L 92.074, 373.712, 109.2807, -76.276, 373.734, 109.2807,  127, 127, 127
L 91.878, 205.624, 109.2807, 92.074, 373.712, 109.2807,  127, 127, 127
L -76.835, 206.614, 109.2807, 91.878, 205.624, 109.2807,  127, 127, 127
L -76.296, 374.174, 109.2807, -76.835, 206.614, 109.2807,  127, 127, 127
L 134.54, 287.641, 109.2807, 134.187, 456.802, 109.2807,  127, 127, 127
L 304.881, 287.365, 109.2807, 134.54, 287.641, 109.2807,  127, 127, 127
L 303.815, 456.735, 109.2807, 304.881, 287.365, 109.2807,  127, 127, 127
L 136.07, 456.829, 109.2807, 303.815, 456.735, 109.2807,  127, 127, 127
L 127.06, 547.227, 109.2807, 103.263, 713.16, 109.2807,  127, 127, 127
L 291.915, 569.992, 109.2807, 127.06, 547.227, 109.2807,  127, 127, 127
L 269.795, 736.413, 109.2807, 291.915, 569.992, 109.2807,  127, 127, 127
L 103.027, 713.292, 109.2807, 269.795, 736.413, 109.2807,  127, 127, 127
L 215.508, 999.466, 109.2807, 52.133, 957.624, 109.2807,  127, 127, 127
L 257.075, 836.881, 109.2807, 215.508, 999.466, 109.2807,  127, 127, 127
L 93.747, 794.135, 109.2807, 257.075, 836.881, 109.2807,  127, 127, 127
L 52.039, 957.809, 109.2807, 93.747, 794.135, 109.2807,  127, 127, 127
L -343.373, 1546.47, 109.2807, -442.987, 1411.332, 109.2807,  127, 127, 127
L -208.919, 1445.611, 109.2807, -343.373, 1546.47, 109.2807,  127, 127, 127
L -308.17, 1311.497, 109.2807, -208.919, 1445.611, 109.2807,  127, 127, 127
L -443.293, 1410.624, 109.2807, -308.17, 1311.497, 109.2807,  127, 127, 127
L -416.105, 1097.994, 59.2807, -307.354, 964.375, 59.2807,  127, 127, 127
L -286.195, 1202.727, 59.3162, -416.105, 1097.994, 59.2807,  127, 127, 127
L -179.091, 1073.22, 59.2807, -286.195, 1202.727, 59.3162,  127, 127, 127
L -310.003, 965.794, 59.2807, -179.091, 1073.22, 59.2807,  127, 127, 127
L -268.194, 917.33, 59.2807, -217.907, 755.874, 59.2807,  127, 127, 127
L -107.006, 967.987, 59.2807, -268.194, 917.33, 59.2807,  127, 127, 127
L -55.413, 805.595, 59.5673, -107.006, 967.987, 59.2807,  127, 127, 127
L -216.923, 755.17, 59.2807, -55.413, 805.595, 59.5673,  127, 127, 127
L -228.659, 690.202, 59.2807, -233.895, 521.456, 58.9277,  127, 127, 127
L -60.001, 686.12, 59.2807, -228.659, 690.202, 59.2807,  127, 127, 127
L -66.012, 516.944, 59.2807, -60.001, 686.12, 59.2807,  127, 127, 127
L -233.957, 521.508, 58.9273, -66.012, 516.944, 59.2807,  127, 127, 127
L -638.28, -21.609, 149.2806, -637.984, -190.629, 149.2806,  127, 127, 127
L -470.604, -21.318, 149.2806, -638.28, -21.609, 149.2806,  127, 127, 127
L -469.413, -190.666, 148.5045, -470.604, -21.318, 149.2806,  127, 127, 127
L -638.036, -189.123, 149.2806, -469.413, -190.666, 148.5045,  127, 127, 127
L -512.406, 134.591, -0.7191, -511.928, 303.668, -0.7080,  127, 127, 127
L -344.166, 134.193, -0.7191, -512.406, 134.591, -0.7191,  127, 127, 127
L -344.329, 301.78, -0.7191, -344.166, 134.193, -0.7191,  127, 127, 127
L -512.838, 302.804, -0.7078, -344.329, 301.78, -0.7191,  127, 127, 127
L -546.011, 286.602, -0.6965, -587.539, 449.125, -0.7191,  127, 127, 127
L -708.894, 243.988, -0.7191, -546.011, 286.602, -0.6965,  127, 127, 127
L -751.12, 405.952, -0.7191, -708.894, 243.988, -0.7191,  127, 127, 127
L -588.42, 448.303, -0.7191, -751.12, 405.952, -0.7191,  127, 127, 127
L -412.177, 529.327, -0.7191, -577.254, 490.968, -0.7191,  127, 127, 127
L -375.259, 362.115, -0.7191, -412.177, 529.327, -0.7191,  127, 127, 127
L -540.972, 324.776, -0.6989, -375.259, 362.115, -0.7191,  127, 127, 127
L -576.356, 490.539, -0.7191, -540.972, 324.776, -0.6989,  127, 127, 127
L -440.226, 724.904, -0.7191, -606.29, 695.928, -0.7191,  127, 127, 127
L -413.134, 558.942, -0.7191, -440.226, 724.904, -0.7191,  127, 127, 127
L -578.257, 530.278, -0.7191, -413.134, 558.942, -0.7191,  127, 127, 127
L -607.002, 695.261, -0.7191, -578.257, 530.278, -0.7191,  127, 127, 127
L -656.704, 656.499, -0.7191, -815.149, 597.509, -0.7191,  127, 127, 127
L -599.365, 496.23, -0.7191, -656.704, 656.499, -0.7191,  127, 127, 127
L -759.526, 438.209, -0.7191, -599.365, 496.23, -0.7191,  127, 127, 127
L -816.645, 597.893, -0.7191, -759.526, 438.209, -0.7191,  127, 127, 127
L -673.073, 726.166, -0.7191, -776.364, 856.951, -0.7191,  127, 127, 127
L -806.201, 621.771, -0.7191, -673.073, 726.166, -0.7191,  127, 127, 127
L -909.281, 753.956, -0.7191, -806.201, 621.771, -0.7191,  127, 127, 127
L -776.626, 857.259, -0.7191, -909.281, 753.956, -0.7191,  127, 127, 127
L -708.411, 885.558, -0.7191, -572.087, 983.788, -0.7191,  127, 127, 127
L -610.275, 751.995, -0.7191, -708.411, 885.558, -0.7191,  127, 127, 127
L -476.045, 849.621, -0.7191, -610.275, 751.995, -0.7191,  127, 127, 127
L -573.495, 983.821, -0.7191, -476.045, 849.621, -0.7191,  127, 127, 127
L -739.645, 1075.192, -0.7191, -907.462, 1077.751, -0.7191,  127, 127, 127
L -739.848, 907.507, -0.7191, -739.645, 1075.192, -0.7191,  127, 127, 127
L -909.255, 908.626, -0.7191, -739.848, 907.507, -0.7191,  127, 127, 127
L -906.921, 1076.713, -0.7191, -909.255, 908.626, -0.7191,  127, 127, 127
L -694.232, 1466.694, -0.7191, -862.318, 1474.342, -0.7178,  127, 127, 127
L -701.218, 1299.291, -0.7191, -694.232, 1466.694, -0.7191,  127, 127, 127
L -870.344, 1307.443, -0.7146, -701.218, 1299.291, -0.7191,  127, 127, 127
L -862.094, 1473.224, -0.7179, -870.344, 1307.443, -0.7146,  127, 127, 127
L -682.268, 1525.727, -0.7191, -848.087, 1526.642, -0.3997,  127, 127, 127
L -679.322, 1692.936, -0.4950, -682.268, 1525.727, -0.7191,  127, 127, 127
L -848.255, 1692.955, -0.6820, -679.322, 1692.936, -0.4950,  127, 127, 127
L -848.577, 1526.279, -0.4026, -848.255, 1692.955, -0.6820,  127, 127, 127
L -1064.109, 1142.226, 37.2807, -1233.023, 1142.226, 37.2807,  127, 127, 127
L -1062.69, 973.18, 37.2807, -1064.109, 1142.226, 37.2807,  127, 127, 127
L -1231.552, 972.645, 37.2807, -1062.69, 973.18, 37.2807,  127, 127, 127
L -1231.699, 1141.623, 37.2807, -1231.552, 972.645, 37.2807,  127, 127, 127
L -1261.559, 1933.495, -30.7191, -1261.58, 2100.17, -30.7191,  127, 127, 127
L -1428.225, 1934.185, -30.4797, -1261.559, 1933.495, -30.7191,  127, 127, 127
L -1429.17, 2102.327, -30.7191, -1428.225, 1934.185, -30.4797,  127, 127, 127
L -1261.629, 2100.915, -30.7191, -1429.17, 2102.327, -30.7191,  127, 127, 127
L -2522.536, 2681.746, 79.2807, -2522.884, 2514.74, 79.2807,  127, 127, 127
L -2689.557, 2680.484, 79.2807, -2522.536, 2681.746, 79.2807,  127, 127, 127
L -2689.84, 2514.662, 79.3160, -2689.557, 2680.484, 79.2807,  127, 127, 127
L -2522.936, 2515.367, 79.2807, -2689.84, 2514.662, 79.3160,  127, 127, 127
L -2370.916, 2284.618, -0.7191, -2250.24, 2402.889, -0.7191,  127, 127, 127
L -2488.151, 2405.929, -0.7191, -2370.916, 2284.618, -0.7191,  127, 127, 127
L -2367.839, 2522.165, -0.7191, -2488.151, 2405.929, -0.7191,  127, 127, 127
L -2250.405, 2402.289, -0.7191, -2367.839, 2522.165, -0.7191,  127, 127, 127
L -2227.19, 2570.817, -0.7191, -2239.468, 2739.248, -0.7191,  127, 127, 127
L -2397.119, 2558.385, -0.7191, -2227.19, 2570.817, -0.7191,  127, 127, 127
L -2408.487, 2723.494, -0.7191, -2397.119, 2558.385, -0.7191,  127, 127, 127
L -2239.412, 2739.246, -0.7191, -2408.487, 2723.494, -0.7191,  127, 127, 127
L -2023.674, 647.922, -40.7190, -1860.268, 604.601, -40.7190,  127, 127, 127
L -1860.268, 604.601, -40.7190, -1904.502, 440.342, -40.7190,  127, 127, 127
L -1904.502, 440.342, -40.7190, -2067.149, 483.89, -39.9799,  127, 127, 127
L -2067.149, 483.89, -39.9799, -2023.674, 647.922, -40.7190,  127, 127, 127
L -1783.61, 821.707, -40.7190, -1875.403, 679.561, -40.7190,  127, 127, 127
L -1875.403, 679.561, -40.7190, -2018.036, 772.353, -40.7190,  127, 127, 127
L -2018.036, 772.353, -40.7190, -1925.621, 914.323, -40.7190,  127, 127, 127
L -1925.621, 914.323, -40.7190, -1783.61, 821.707, -40.7190,  127, 127, 127
P -2043.166, 2695.888, -0.7191,  240, 0, 0,  1,  101_Market_Street
P -2407.473, 2715.854, -0.7191,  240, 0, 0,  2,  104_Market_Street
P -2374.181, 2516.302, -0.7191,  240, 0, 0,  2,  103_Market_Street
P -2162.026, 2335.784, -0.7191,  240, 0, 0,  2,  102_Market_Street
P -2690.536, 2672.789, 79.2807,  240, 0, 0,  2,  101_Market_Heights
P -2535.001, 1977.648, 91.4677,  240, 0, 0,  2,  102_Market_Heights
P -2037.207, 1614.227, 59.2807,  240, 0, 0,  2,  103_Market_Heights
P -1429.325, 2092.592, -30.7191,  240, 240, 0,  2,  101_Brimming_Way
P -1072.61, 1141.769, 37.2807,  240, 240, 0,  2,  102_Brimming_Way
P -839.858, 1525.482, -0.4420,  240, 240, 0,  2,  113_Brimming_Way
P -863.396, 1465.328, -0.7181,  240, 240, 0,  2,  112_Brimming_Way
P -907.036, 1069.643, -0.7191,  240, 240, 0,  2,  103_Brimming_Way
P -904.264, 746.279, -0.7191,  240, 240, 0,  2,  104_Brimming_Way
P -813.093, 588.569, -0.7191,  240, 240, 0,  2,  105_Brimming_Way
P -748.938, 396.915, -0.7191,  240, 240, 0,  2,  106_Brimming_Way
P -502.974, 134.488, -0.7191,  240, 240, 0,  2,  108_Brimming_Way
P -469.288, -181.152, 148.7523,  240, 240, 0,  2,  107_Brimming_Way
P -76.361, 364.839, 109.2807,  240, 240, 0,  2,  105_Brimming_Heights
P 134.702, 448.747, 109.2807,  240, 240, 0,  2,  106_Brimming_Heights
P 103.984, 704.548, 109.2807,  240, 240, 0,  2,  107_Brimming_Heights
P 103.644, 796.107, 109.2807,  240, 240, 0,  2,  108_Brimming_Heights
P -229.267, 680.796, 59.2807,  240, 240, 0,  2,  104_Brimming_Heights
P -265.639, 906.967, 59.2807,  240, 240, 0,  2,  103_Brimming_Heights
P -411.247, 1088.831, 59.2807,  240, 240, 0,  2,  102_Brimming_Heights
P -478.999, 856.307, -0.7191,  240, 240, 0,  2,  111_Brimming_Way
P -413.153, 567.616, -0.7191,  240, 240, 0,  2,  110_Brimming_Way
P -377.63, 372.741, -0.7191,  240, 240, 0,  2,  109_Brimming_Way
P -436.126, 1405.742, 109.2807,  240, 240, 0,  2,  101_Brimming_Heights
P -1798.443, 968.797, -40.7190,  240, 240, 240,  2,  101_Vanward_Street
P -2003.342, 997.13, -40.7190,  240, 240, 240,  2,  103_Vanward_Street
P -2193.983, 952.226, -40.7190,  240, 240, 240,  2,  104_Vanward_Street
P -2390.627, 1064.877, -40.7190,  240, 240, 240,  2,  105_Vanward_Street
P -1791.386, 826.75, -40.7190,  240, 240, 240,  2,  102_Vanward_Street
P -1901.722, 449.706, -40.7190,  240, 240, 240,  2,  108_Vanward_Street
P -2202.094, 786.218, -40.7190,  240, 240, 240,  2,  106_Vanward_Street
